AAPB Unique Identifier (GUID),Type,Value,Timecode IN,Timecode OUT,Duration,dur_hh,dur_mm,dur_ss,seq_duration_SS,seq_duration_hh_mm_ss,Corpus,PBCore URL,AAPB URL,SonyCi ID,Filename,Source Org,Media Type,Title,Description,Genre,Creators,Source Format,Date Type,Date
cpb-aacip/80-322bw970,Significant speaker voice,"Clinton, Hillary",00:10:16,00:10:25,00:00:00,,,,684645,190:10:45,Training Set 400hrs,http://americanarchive.org/catalog/cpb-aacip_80-322bw970.pbcore,http://americanarchive.org/catalog/cpb-aacip_80-322bw970,cfd27f26fc664951950b96571ac3d4cf,cpb-aacip-80-322bw970.mp3,pbcore XML database UUID,Series,,"THE FIRST DEBATE HILLARY CLINTON AND RICK LAZIO ANALYSIS 10:05-10:35
    EXCERPTS AND ANALYSIS SOAPBOX TELL US WHAT YOU THINK 10:35-11:00 OPEN PHONES
    EIGHTY TWO PENCE A LITRE? PROTESTS ON FUEL PRICES IN BRITAIN 11:05-11:20
    GARRY RUSSELL CAMPAIGN ORGANIZER FOR BOYCOTT THE PUMPS IN BRITAIN, STARTED
    THE CURRENT PROTESTS www.dumpthepump.com AND 11:20-11:30 CATHLEEN BREEN
    NYPIRG FUEL BUYERS GROUP DIRECTOR LOWER TAXES ON GAS AND FUEL RISING PRICES
    IN THE U.S. 11:20-11:30 GROVER NORQUIST PRESIDENT FOR POLICY AT THE
    AMERICANS FOR TAX REFORM TWENTIETH CENTURY ATROCITIES AN OVERVIEW OF
    HUMANITY'S ACTION IN THE LAST CENTURY 11:30-12:00 JONATHAN GLOVER AUTHOR
    HUMANITY: A MORAL HISTORY OF THE TWENTIETH CENTURY (YALE UNIVERSITY PRESS)",Talk Show,,F1 Beta tape,,
cpb-aacip/305-601zcxt9,Significant speaker voice,"Buckley, William F.",00:28:37,00:29:11,00:54:20,1.0,3.0,35.0,688460,191:14:20,Training Set 400hrs,http://americanarchive.org/catalog/cpb-aacip_305-601zcxt9.pbcore,http://americanarchive.org/catalog/cpb-aacip_305-601zcxt9,593f20116b8d4757a8cd4ce8c5b8398b,cpb-aacip-305-601zcxt9.mp3,SCUA,Program,"Debate on the Women's Liberation Movement Between Germaine Greer and
    William F. Buckley",Debate between feminist Germaine Greer and columnist William F. Buckley at the Cambridge Union Debating Society. Greer spoke in favor of the society's motion in support of the women's liberation movement. Buckley spoke in opposition. Following the debate are various musical selections.,Social Issues,,1/4 inch audio tape,,
cpb-aacip/305-601zcxt9,Significant speaker voice,"Buckley, William F.",00:29:18,00:31:42,00:54:20,,,,688460,191:14:20,Training Set 400hrs,http://americanarchive.org/catalog/cpb-aacip_305-601zcxt9.pbcore,http://americanarchive.org/catalog/cpb-aacip_305-601zcxt9,593f20116b8d4757a8cd4ce8c5b8398b,cpb-aacip-305-601zcxt9.mp3,SCUA,Program,"Debate on the Women's Liberation Movement Between Germaine Greer and
    William F. Buckley",Debate between feminist Germaine Greer and columnist William F. Buckley at the Cambridge Union Debating Society. Greer spoke in favor of the society's motion in support of the women's liberation movement. Buckley spoke in opposition. Following the debate are various musical selections.,Social Issues,,1/4 inch audio tape,,
cpb-aacip/305-601zcxt9,Significant speaker voice,"Buckley, William F.",00:31:44,00:33:41,00:54:20,,,,688460,191:14:20,Training Set 400hrs,http://americanarchive.org/catalog/cpb-aacip_305-601zcxt9.pbcore,http://americanarchive.org/catalog/cpb-aacip_305-601zcxt9,593f20116b8d4757a8cd4ce8c5b8398b,cpb-aacip-305-601zcxt9.mp3,SCUA,Program,"Debate on the Women's Liberation Movement Between Germaine Greer and
    William F. Buckley",Debate between feminist Germaine Greer and columnist William F. Buckley at the Cambridge Union Debating Society. Greer spoke in favor of the society's motion in support of the women's liberation movement. Buckley spoke in opposition. Following the debate are various musical selections.,Social Issues,,1/4 inch audio tape,,
cpb-aacip/305-601zcxt9,Significant speaker voice,"Buckley, William F.",00:33:42,00:34:04,00:54:20,,,,688460,191:14:20,Training Set 400hrs,http://americanarchive.org/catalog/cpb-aacip_305-601zcxt9.pbcore,http://americanarchive.org/catalog/cpb-aacip_305-601zcxt9,593f20116b8d4757a8cd4ce8c5b8398b,cpb-aacip-305-601zcxt9.mp3,SCUA,Program,"Debate on the Women's Liberation Movement Between Germaine Greer and
    William F. Buckley",Debate between feminist Germaine Greer and columnist William F. Buckley at the Cambridge Union Debating Society. Greer spoke in favor of the society's motion in support of the women's liberation movement. Buckley spoke in opposition. Following the debate are various musical selections.,Social Issues,,1/4 inch audio tape,,
cpb-aacip/15-27zkhbbv,Significant speaker voice,"Buckley, William F.",00:01:28,00:02:13,?,1.0,0.0,30.0,692090,192:14:50,Training Set 400hrs,http://americanarchive.org/catalog/cpb-aacip_15-27zkhbbv.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-27zkhbbv,0bb13622c7884a9da545dec556a84930,cpb-aacip-15-27zkhbbv.h264.mp4,MARS Source Creation Order,Series,,Part of NTW Master Dubbing: 8/98,Local Communities,"OrderedDict([(u'creator', u'Media Library and Archives'), (u'creatorRole', u'Production Unit')])",Betacam,,
cpb-aacip/15-27zkhbbv,Significant speaker voice,"Buckley, William F.",00:02:20,00:03:24,?,,,,692090,192:14:50,Training Set 400hrs,http://americanarchive.org/catalog/cpb-aacip_15-27zkhbbv.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-27zkhbbv,0bb13622c7884a9da545dec556a84930,cpb-aacip-15-27zkhbbv.h264.mp4,MARS Source Creation Order,Series,,Part of NTW Master Dubbing: 8/98,Local Communities,"OrderedDict([(u'creator', u'Media Library and Archives'), (u'creatorRole', u'Production Unit')])",Betacam,,
cpb-aacip/15-27zkhbbv,Significant speaker voice,"Buckley, William F.",00:03:55,00:04:06,?,,,,692090,192:14:50,Training Set 400hrs,http://americanarchive.org/catalog/cpb-aacip_15-27zkhbbv.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-27zkhbbv,0bb13622c7884a9da545dec556a84930,cpb-aacip-15-27zkhbbv.h264.mp4,MARS Source Creation Order,Series,,Part of NTW Master Dubbing: 8/98,Local Communities,"OrderedDict([(u'creator', u'Media Library and Archives'), (u'creatorRole', u'Production Unit')])",Betacam,,
cpb-aacip/15-27zkhbbv,Significant speaker voice,"Buckley, William F.",00:04:09,00:04:51,?,,,,692090,192:14:50,Training Set 400hrs,http://americanarchive.org/catalog/cpb-aacip_15-27zkhbbv.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-27zkhbbv,0bb13622c7884a9da545dec556a84930,cpb-aacip-15-27zkhbbv.h264.mp4,MARS Source Creation Order,Series,,Part of NTW Master Dubbing: 8/98,Local Communities,"OrderedDict([(u'creator', u'Media Library and Archives'), (u'creatorRole', u'Production Unit')])",Betacam,,
cpb-aacip/15-27zkhbbv,Significant speaker voice,"Buckley, William F.",00:05:18,00:05:42,?,,,,692090,192:14:50,Training Set 400hrs,http://americanarchive.org/catalog/cpb-aacip_15-27zkhbbv.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-27zkhbbv,0bb13622c7884a9da545dec556a84930,cpb-aacip-15-27zkhbbv.h264.mp4,MARS Source Creation Order,Series,,Part of NTW Master Dubbing: 8/98,Local Communities,"OrderedDict([(u'creator', u'Media Library and Archives'), (u'creatorRole', u'Production Unit')])",Betacam,,
cpb-aacip/15-27zkhbbv,Significant speaker voice,"Buckley, William F.",00:06:01,00:06:43,?,,,,692090,192:14:50,Training Set 400hrs,http://americanarchive.org/catalog/cpb-aacip_15-27zkhbbv.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-27zkhbbv,0bb13622c7884a9da545dec556a84930,cpb-aacip-15-27zkhbbv.h264.mp4,MARS Source Creation Order,Series,,Part of NTW Master Dubbing: 8/98,Local Communities,"OrderedDict([(u'creator', u'Media Library and Archives'), (u'creatorRole', u'Production Unit')])",Betacam,,
cpb-aacip/15-27zkhbbv,Significant speaker voice,"Buckley, William F.",00:07:03,00:08:11,?,,,,692090,192:14:50,Training Set 400hrs,http://americanarchive.org/catalog/cpb-aacip_15-27zkhbbv.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-27zkhbbv,0bb13622c7884a9da545dec556a84930,cpb-aacip-15-27zkhbbv.h264.mp4,MARS Source Creation Order,Series,,Part of NTW Master Dubbing: 8/98,Local Communities,"OrderedDict([(u'creator', u'Media Library and Archives'), (u'creatorRole', u'Production Unit')])",Betacam,,
cpb-aacip/305-65h9w6qn,Significant speaker voice,"Buckley, William F.",00:01:18,00:02:09,00:59:35,0.0,59.0,2.0,695632,193:13:52,Training Set 400hrs,http://americanarchive.org/catalog/cpb-aacip_305-65h9w6qn.pbcore,http://americanarchive.org/catalog/cpb-aacip_305-65h9w6qn,be2c9db895bd40889e28efdf0f166239,cpb-aacip-305-65h9w6qn.mp3,SCUA,Series,,"Lecture by author and conservative commentator William F. Buckley, Jr. at the University of Massachusetts on ""The Responsibilities of the American Student."" He speaks about the social responsibilities of students and then answers questions from the audience.",Social Issues,,1/4 inch audio tape,,
cpb-aacip/305-65h9w6qn,Significant speaker voice,"Buckley, William F.",00:02:12,00:03:34,00:59:35,,,,695632,193:13:52,Training Set 400hrs,http://americanarchive.org/catalog/cpb-aacip_305-65h9w6qn.pbcore,http://americanarchive.org/catalog/cpb-aacip_305-65h9w6qn,be2c9db895bd40889e28efdf0f166239,cpb-aacip-305-65h9w6qn.mp3,SCUA,Series,,"Lecture by author and conservative commentator William F. Buckley, Jr. at the University of Massachusetts on ""The Responsibilities of the American Student."" He speaks about the social responsibilities of students and then answers questions from the audience.",Social Issues,,1/4 inch audio tape,,
cpb-aacip/305-65h9w6qn,Significant speaker voice,"Buckley, William F.",00:03:39,00:04:31,00:59:35,,,,695632,193:13:52,Training Set 400hrs,http://americanarchive.org/catalog/cpb-aacip_305-65h9w6qn.pbcore,http://americanarchive.org/catalog/cpb-aacip_305-65h9w6qn,be2c9db895bd40889e28efdf0f166239,cpb-aacip-305-65h9w6qn.mp3,SCUA,Series,,"Lecture by author and conservative commentator William F. Buckley, Jr. at the University of Massachusetts on ""The Responsibilities of the American Student."" He speaks about the social responsibilities of students and then answers questions from the audience.",Social Issues,,1/4 inch audio tape,,
cpb-aacip/305-65h9w6qn,Significant speaker voice,"Buckley, William F.",00:04:40,00:06:25,00:59:35,,,,695632,193:13:52,Training Set 400hrs,http://americanarchive.org/catalog/cpb-aacip_305-65h9w6qn.pbcore,http://americanarchive.org/catalog/cpb-aacip_305-65h9w6qn,be2c9db895bd40889e28efdf0f166239,cpb-aacip-305-65h9w6qn.mp3,SCUA,Series,,"Lecture by author and conservative commentator William F. Buckley, Jr. at the University of Massachusetts on ""The Responsibilities of the American Student."" He speaks about the social responsibilities of students and then answers questions from the audience.",Social Issues,,1/4 inch audio tape,,
cpb-aacip/305-65h9w6qn,Significant speaker voice,"Buckley, William F.",00:06:33,00:09:29,00:59:35,,,,695632,193:13:52,Training Set 400hrs,http://americanarchive.org/catalog/cpb-aacip_305-65h9w6qn.pbcore,http://americanarchive.org/catalog/cpb-aacip_305-65h9w6qn,be2c9db895bd40889e28efdf0f166239,cpb-aacip-305-65h9w6qn.mp3,SCUA,Series,,"Lecture by author and conservative commentator William F. Buckley, Jr. at the University of Massachusetts on ""The Responsibilities of the American Student."" He speaks about the social responsibilities of students and then answers questions from the audience.",Social Issues,,1/4 inch audio tape,,
cpb-aacip/15-03qv9zz4,Significant speaker voice,"Buckley, William F.",00:18:07,00:18:41,00:59:30,0.0,58.0,38.0,699150,194:12:30,Training Set 400hrs,http://americanarchive.org/catalog/cpb-aacip_15-03qv9zz4.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-03qv9zz4,9cc4401495e14d7390e545f5e2306c5b,cpb-aacip-15-03qv9zz4.mp3,MARS Source Creation Order,Series,,"Rev. W.Sloan Coffin Resolved: That the Government Has a Duty to Promote
    Equality as Well as To Protect Liberty",Event Coverage,"OrderedDict([(u'creator', u'Radio'), (u'creatorRole', u'Production Unit')])",1/4 inch audio tape,,
cpb-aacip/15-03qv9zz4,Significant speaker voice,"Buckley, William F.",00:18:51,00:29:05,00:59:30,,,,699150,194:12:30,Training Set 400hrs,http://americanarchive.org/catalog/cpb-aacip_15-03qv9zz4.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-03qv9zz4,9cc4401495e14d7390e545f5e2306c5b,cpb-aacip-15-03qv9zz4.mp3,MARS Source Creation Order,Series,,"Rev. W.Sloan Coffin Resolved: That the Government Has a Duty to Promote
    Equality as Well as To Protect Liberty",Event Coverage,"OrderedDict([(u'creator', u'Radio'), (u'creatorRole', u'Production Unit')])",1/4 inch audio tape,,
cpb-aacip/15-03qv9zz4,Significant speaker voice,"Buckley, William F.",00:29:20,00:35:57,00:59:30,,,,699150,194:12:30,Training Set 400hrs,http://americanarchive.org/catalog/cpb-aacip_15-03qv9zz4.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-03qv9zz4,9cc4401495e14d7390e545f5e2306c5b,cpb-aacip-15-03qv9zz4.mp3,MARS Source Creation Order,Series,,"Rev. W.Sloan Coffin Resolved: That the Government Has a Duty to Promote
    Equality as Well as To Protect Liberty",Event Coverage,"OrderedDict([(u'creator', u'Radio'), (u'creatorRole', u'Production Unit')])",1/4 inch audio tape,,
cpb-aacip/15-03qv9zz4,Significant speaker voice,"Buckley, William F.",00:36:21,00:37:05,00:59:30,,,,699150,194:12:30,Training Set 400hrs,http://americanarchive.org/catalog/cpb-aacip_15-03qv9zz4.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-03qv9zz4,9cc4401495e14d7390e545f5e2306c5b,cpb-aacip-15-03qv9zz4.mp3,MARS Source Creation Order,Series,,"Rev. W.Sloan Coffin Resolved: That the Government Has a Duty to Promote
    Equality as Well as To Protect Liberty",Event Coverage,"OrderedDict([(u'creator', u'Radio'), (u'creatorRole', u'Production Unit')])",1/4 inch audio tape,,
cpb-aacip/15-23vt4mwp,Significant speaker voice,"Buckley, William F.",00:29:40,00:29:58,01:21:24,1.0,21.0,57.0,704067,195:34:27,Training Set 400hrs,http://americanarchive.org/catalog/cpb-aacip_15-23vt4mwp.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-23vt4mwp,14a3e87a0d784a6c9ec328eca93f1315,cpb-aacip-15-23vt4mwp.mp3,MARS Source Creation Order,Series,,This is a series of recordings from the distinguished public forum and lectures series Ford Hall Forum.,Event Coverage,"OrderedDict([(u'creator', u'Radio'), (u'creatorRole', u'Production Unit')])",1/4 inch audio tape,,
cpb-aacip/15-23vt4mwp,Significant speaker voice,"Buckley, William F.",00:30:05,00:31:34,01:21:24,,,,704067,195:34:27,Training Set 400hrs,http://americanarchive.org/catalog/cpb-aacip_15-23vt4mwp.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-23vt4mwp,14a3e87a0d784a6c9ec328eca93f1315,cpb-aacip-15-23vt4mwp.mp3,MARS Source Creation Order,Series,,This is a series of recordings from the distinguished public forum and lectures series Ford Hall Forum.,Event Coverage,"OrderedDict([(u'creator', u'Radio'), (u'creatorRole', u'Production Unit')])",1/4 inch audio tape,,
cpb-aacip/15-23vt4mwp,Significant speaker voice,"Buckley, William F.",00:31:43,00:32:30,01:21:24,,,,704067,195:34:27,Training Set 400hrs,http://americanarchive.org/catalog/cpb-aacip_15-23vt4mwp.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-23vt4mwp,14a3e87a0d784a6c9ec328eca93f1315,cpb-aacip-15-23vt4mwp.mp3,MARS Source Creation Order,Series,,This is a series of recordings from the distinguished public forum and lectures series Ford Hall Forum.,Event Coverage,"OrderedDict([(u'creator', u'Radio'), (u'creatorRole', u'Production Unit')])",1/4 inch audio tape,,
cpb-aacip/15-23vt4mwp,Significant speaker voice,"Buckley, William F.",00:32:43,00:33:40,01:21:24,,,,704067,195:34:27,Training Set 400hrs,http://americanarchive.org/catalog/cpb-aacip_15-23vt4mwp.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-23vt4mwp,14a3e87a0d784a6c9ec328eca93f1315,cpb-aacip-15-23vt4mwp.mp3,MARS Source Creation Order,Series,,This is a series of recordings from the distinguished public forum and lectures series Ford Hall Forum.,Event Coverage,"OrderedDict([(u'creator', u'Radio'), (u'creatorRole', u'Production Unit')])",1/4 inch audio tape,,
cpb-aacip/15-23vt4mwp,Significant speaker voice,"Buckley, William F.",00:33:48,00:36:41,01:21:24,,,,704067,195:34:27,Training Set 400hrs,http://americanarchive.org/catalog/cpb-aacip_15-23vt4mwp.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-23vt4mwp,14a3e87a0d784a6c9ec328eca93f1315,cpb-aacip-15-23vt4mwp.mp3,MARS Source Creation Order,Series,,This is a series of recordings from the distinguished public forum and lectures series Ford Hall Forum.,Event Coverage,"OrderedDict([(u'creator', u'Radio'), (u'creatorRole', u'Production Unit')])",1/4 inch audio tape,,
cpb-aacip/15-913n696h,Significant speaker voice,"Buckley, William F.",00:00:06,00:01:16,00:35:56,0.0,35.0,51.0,706218,196:10:18,Training Set 400hrs,http://americanarchive.org/catalog/cpb-aacip_15-913n696h.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-913n696h,2ab3d6f26dd144b08701b0c3f0b7ff59,cpb-aacip-15-913n696h.mp3,MARS Source Creation Order,Series,,This is a series of recordings from the distinguished public forum and lectures series Ford Hall Forum.,Event Coverage,"OrderedDict([(u'creator', u'Radio'), (u'creatorRole', u'Production Unit')])",1/4 inch audio tape,,
cpb-aacip/15-913n696h,Significant speaker voice,"Buckley, William F.",00:02:36,00:04:35,00:35:56,,,,706218,196:10:18,Training Set 400hrs,http://americanarchive.org/catalog/cpb-aacip_15-913n696h.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-913n696h,2ab3d6f26dd144b08701b0c3f0b7ff59,cpb-aacip-15-913n696h.mp3,MARS Source Creation Order,Series,,This is a series of recordings from the distinguished public forum and lectures series Ford Hall Forum.,Event Coverage,"OrderedDict([(u'creator', u'Radio'), (u'creatorRole', u'Production Unit')])",1/4 inch audio tape,,
cpb-aacip/15-913n696h,Significant speaker voice,"Buckley, William F.",00:11:32,00:11:59,00:35:56,,,,706218,196:10:18,Training Set 400hrs,http://americanarchive.org/catalog/cpb-aacip_15-913n696h.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-913n696h,2ab3d6f26dd144b08701b0c3f0b7ff59,cpb-aacip-15-913n696h.mp3,MARS Source Creation Order,Series,,This is a series of recordings from the distinguished public forum and lectures series Ford Hall Forum.,Event Coverage,"OrderedDict([(u'creator', u'Radio'), (u'creatorRole', u'Production Unit')])",1/4 inch audio tape,,
cpb-aacip/15-913n696h,Significant speaker voice,"Buckley, William F.",00:13:18,00:13:33,00:35:56,,,,706218,196:10:18,Training Set 400hrs,http://americanarchive.org/catalog/cpb-aacip_15-913n696h.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-913n696h,2ab3d6f26dd144b08701b0c3f0b7ff59,cpb-aacip-15-913n696h.mp3,MARS Source Creation Order,Series,,This is a series of recordings from the distinguished public forum and lectures series Ford Hall Forum.,Event Coverage,"OrderedDict([(u'creator', u'Radio'), (u'creatorRole', u'Production Unit')])",1/4 inch audio tape,,
cpb-aacip/15-913n696h,Significant speaker voice,"Buckley, William F.",00:13:52,00:14:08,00:35:56,,,,706218,196:10:18,Training Set 400hrs,http://americanarchive.org/catalog/cpb-aacip_15-913n696h.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-913n696h,2ab3d6f26dd144b08701b0c3f0b7ff59,cpb-aacip-15-913n696h.mp3,MARS Source Creation Order,Series,,This is a series of recordings from the distinguished public forum and lectures series Ford Hall Forum.,Event Coverage,"OrderedDict([(u'creator', u'Radio'), (u'creatorRole', u'Production Unit')])",1/4 inch audio tape,,
cpb-aacip/15-8c9r20rx1d,Significant speaker voice,"Buckley, William F.",00:34:08,00:34:46,01:00:04;01,1.0,0.0,4.0,709822,197:10:22,Training Set 400hrs,http://americanarchive.org/catalog/cpb-aacip_15-8c9r20rx1d.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-8c9r20rx1d,64bcd04cda34457caa952c9e2e5cb42a,cpb-aacip-15-8c9r20rx1d__barcode111292-1_.h264.mp4,UOI_ID,Series,,"Should the government adopt long-term wage and price controls for selected unions and industries? Moderator: Victor Palmieri Advocate: Howard Miller Advocate: William Rusher Witnesses: John Kenneth Galbraith ? Economist Rep. Henry Reuss ? D-Wisconsin Milton Friedman ? Economist William F. Buckley Produced by WGBH in Boston, bears WGBH copyright.",Social Issues,,Digital,,
cpb-aacip/15-8c9r20rx1d,Significant speaker voice,"Buckley, William F.",00:34:55,00:35:11,01:00:04;01,,,,709822,197:10:22,Training Set 400hrs,http://americanarchive.org/catalog/cpb-aacip_15-8c9r20rx1d.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-8c9r20rx1d,64bcd04cda34457caa952c9e2e5cb42a,cpb-aacip-15-8c9r20rx1d__barcode111292-1_.h264.mp4,UOI_ID,Series,,"Should the government adopt long-term wage and price controls for selected unions and industries? Moderator: Victor Palmieri Advocate: Howard Miller Advocate: William Rusher Witnesses: John Kenneth Galbraith ? Economist Rep. Henry Reuss ? D-Wisconsin Milton Friedman ? Economist William F. Buckley Produced by WGBH in Boston, bears WGBH copyright.",Social Issues,,Digital,,
cpb-aacip/15-8c9r20rx1d,Significant speaker voice,"Buckley, William F.",00:35:17,00:35:39,01:00:04;01,,,,709822,197:10:22,Training Set 400hrs,http://americanarchive.org/catalog/cpb-aacip_15-8c9r20rx1d.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-8c9r20rx1d,64bcd04cda34457caa952c9e2e5cb42a,cpb-aacip-15-8c9r20rx1d__barcode111292-1_.h264.mp4,UOI_ID,Series,,"Should the government adopt long-term wage and price controls for selected unions and industries? Moderator: Victor Palmieri Advocate: Howard Miller Advocate: William Rusher Witnesses: John Kenneth Galbraith ? Economist Rep. Henry Reuss ? D-Wisconsin Milton Friedman ? Economist William F. Buckley Produced by WGBH in Boston, bears WGBH copyright.",Social Issues,,Digital,,
cpb-aacip/15-8c9r20rx1d,Significant speaker voice,"Buckley, William F.",00:35:59,00:36:33,01:00:04;01,,,,709822,197:10:22,Training Set 400hrs,http://americanarchive.org/catalog/cpb-aacip_15-8c9r20rx1d.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-8c9r20rx1d,64bcd04cda34457caa952c9e2e5cb42a,cpb-aacip-15-8c9r20rx1d__barcode111292-1_.h264.mp4,UOI_ID,Series,,"Should the government adopt long-term wage and price controls for selected unions and industries? Moderator: Victor Palmieri Advocate: Howard Miller Advocate: William Rusher Witnesses: John Kenneth Galbraith ? Economist Rep. Henry Reuss ? D-Wisconsin Milton Friedman ? Economist William F. Buckley Produced by WGBH in Boston, bears WGBH copyright.",Social Issues,,Digital,,
cpb-aacip/15-8c9r20rx1d,Significant speaker voice,"Buckley, William F.",00:36:39,00:37:22,01:00:04;01,,,,709822,197:10:22,Training Set 400hrs,http://americanarchive.org/catalog/cpb-aacip_15-8c9r20rx1d.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-8c9r20rx1d,64bcd04cda34457caa952c9e2e5cb42a,cpb-aacip-15-8c9r20rx1d__barcode111292-1_.h264.mp4,UOI_ID,Series,,"Should the government adopt long-term wage and price controls for selected unions and industries? Moderator: Victor Palmieri Advocate: Howard Miller Advocate: William Rusher Witnesses: John Kenneth Galbraith ? Economist Rep. Henry Reuss ? D-Wisconsin Milton Friedman ? Economist William F. Buckley Produced by WGBH in Boston, bears WGBH copyright.",Social Issues,,Digital,,
cpb-aacip/15-8c9r20rx1d,Significant speaker voice,"Buckley, William F.",00:37:48,00:38:33,01:00:04;01,,,,709822,197:10:22,Training Set 400hrs,http://americanarchive.org/catalog/cpb-aacip_15-8c9r20rx1d.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-8c9r20rx1d,64bcd04cda34457caa952c9e2e5cb42a,cpb-aacip-15-8c9r20rx1d__barcode111292-1_.h264.mp4,UOI_ID,Series,,"Should the government adopt long-term wage and price controls for selected unions and industries? Moderator: Victor Palmieri Advocate: Howard Miller Advocate: William Rusher Witnesses: John Kenneth Galbraith ? Economist Rep. Henry Reuss ? D-Wisconsin Milton Friedman ? Economist William F. Buckley Produced by WGBH in Boston, bears WGBH copyright.",Social Issues,,Digital,,
cpb-aacip/15-752frd42,Significant speaker voice,"Vidal, Gore",00:02:48,00:02:53,01:14:29,1.0,14.0,30.0,714292,198:24:52,Training Set 400hrs,http://americanarchive.org/catalog/cpb-aacip_15-752frd42.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-752frd42,d0f5b2a2be9c419895f808ee16fb3ee8,cpb-aacip-15-752frd42.mp3,MARS Source Creation Order,Series,,No description available,Public Affairs,"OrderedDict([(u'creator', u'Radio'), (u'creatorRole', u'Production Unit')])",1/4 inch audio tape,,
cpb-aacip/15-752frd42,Significant speaker voice,"Vidal, Gore",00:02:56,00:04:00,01:14:29,,,,714292,198:24:52,Training Set 400hrs,http://americanarchive.org/catalog/cpb-aacip_15-752frd42.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-752frd42,d0f5b2a2be9c419895f808ee16fb3ee8,cpb-aacip-15-752frd42.mp3,MARS Source Creation Order,Series,,No description available,Public Affairs,"OrderedDict([(u'creator', u'Radio'), (u'creatorRole', u'Production Unit')])",1/4 inch audio tape,,
cpb-aacip/15-752frd42,Significant speaker voice,"Vidal, Gore",00:04:04,00:04:33,01:14:29,,,,714292,198:24:52,Training Set 400hrs,http://americanarchive.org/catalog/cpb-aacip_15-752frd42.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-752frd42,d0f5b2a2be9c419895f808ee16fb3ee8,cpb-aacip-15-752frd42.mp3,MARS Source Creation Order,Series,,No description available,Public Affairs,"OrderedDict([(u'creator', u'Radio'), (u'creatorRole', u'Production Unit')])",1/4 inch audio tape,,
cpb-aacip/15-752frd42,Significant speaker voice,"Vidal, Gore",00:54:09,00:56:06,01:14:29,,,,714292,198:24:52,Training Set 400hrs,http://americanarchive.org/catalog/cpb-aacip_15-752frd42.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-752frd42,d0f5b2a2be9c419895f808ee16fb3ee8,cpb-aacip-15-752frd42.mp3,MARS Source Creation Order,Series,,No description available,Public Affairs,"OrderedDict([(u'creator', u'Radio'), (u'creatorRole', u'Production Unit')])",1/4 inch audio tape,,
cpb-aacip/15-752frd42,Significant speaker voice,"Vidal, Gore",00:56:11,00:56:51,01:14:29,,,,714292,198:24:52,Training Set 400hrs,http://americanarchive.org/catalog/cpb-aacip_15-752frd42.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-752frd42,d0f5b2a2be9c419895f808ee16fb3ee8,cpb-aacip-15-752frd42.mp3,MARS Source Creation Order,Series,,No description available,Public Affairs,"OrderedDict([(u'creator', u'Radio'), (u'creatorRole', u'Production Unit')])",1/4 inch audio tape,,
cpb-aacip/15-32d7wx7z,Significant speaker voice,"Vidal, Gore",00:00:20,00:00:35,00:29:01,0.0,29.0,2.0,716034,198:53:54,Training Set 400hrs,http://americanarchive.org/catalog/cpb-aacip_15-32d7wx7z.pbcore,http://americanarchive.org/catalog/cpb-aacip_15-32d7wx7z,614888b0fb2d4b438f3240a03442c1ae,cpb-aacip-15-32d7wx7z.mp3,MARS Source Creation Order,Series,,No description available,Public Affairs,"OrderedDict([(u'creator', u'Radio'), (u'creatorRole', u'Production Unit')])",1/4 inch audio tape,,
