AAPB Unique Identifier (GUID),Type,Value,Timecode IN,Timecode OUT,File Duration,SonyCi ID,Filename
cpb-aacip/129-278sfdn9,Significant speaker voice,"Clinton, Hillary",810,938,1773.516916,d497e549f8a34144aebcee9e439f4e91,cpb-aacip-129-278sfdn9.h264.mp4
cpb-aacip/80-322bw970,Significant speaker voice,"Clinton, Hillary",492,564,7143.720979,cfd27f26fc664951950b96571ac3d4cf,cpb-aacip-80-322bw970.mp3
cpb-aacip/80-322bw970,Significant speaker voice,"Clinton, Hillary",616,625,7143.720979,cfd27f26fc664951950b96571ac3d4cf,cpb-aacip-80-322bw970.mp3
cpb-aacip/305-601zcxt9,Significant speaker voice,"Buckley, William F.",1717,1751,3814.848979,593f20116b8d4757a8cd4ce8c5b8398b,cpb-aacip-305-601zcxt9.mp3
cpb-aacip/305-601zcxt9,Significant speaker voice,"Buckley, William F.",1758,1902,3814.848979,593f20116b8d4757a8cd4ce8c5b8398b,cpb-aacip-305-601zcxt9.mp3
cpb-aacip/305-601zcxt9,Significant speaker voice,"Buckley, William F.",1904,2021,3814.848979,593f20116b8d4757a8cd4ce8c5b8398b,cpb-aacip-305-601zcxt9.mp3
cpb-aacip/305-601zcxt9,Significant speaker voice,"Buckley, William F.",2022,2044,3814.848979,593f20116b8d4757a8cd4ce8c5b8398b,cpb-aacip-305-601zcxt9.mp3
cpb-aacip/15-27zkhbbv,Significant speaker voice,"Buckley, William F.",88,133,3630.184490,0bb13622c7884a9da545dec556a84930,cpb-aacip-15-27zkhbbv.h264.mp4
cpb-aacip/15-27zkhbbv,Significant speaker voice,"Buckley, William F.",140,204,3630.184490,0bb13622c7884a9da545dec556a84930,cpb-aacip-15-27zkhbbv.h264.mp4
cpb-aacip/15-27zkhbbv,Significant speaker voice,"Buckley, William F.",235,246,3630.184490,0bb13622c7884a9da545dec556a84930,cpb-aacip-15-27zkhbbv.h264.mp4
cpb-aacip/15-27zkhbbv,Significant speaker voice,"Buckley, William F.",249,291,3630.184490,0bb13622c7884a9da545dec556a84930,cpb-aacip-15-27zkhbbv.h264.mp4
cpb-aacip/15-27zkhbbv,Significant speaker voice,"Buckley, William F.",318,342,3630.184490,0bb13622c7884a9da545dec556a84930,cpb-aacip-15-27zkhbbv.h264.mp4
cpb-aacip/15-27zkhbbv,Significant speaker voice,"Buckley, William F.",361,403,3630.184490,0bb13622c7884a9da545dec556a84930,cpb-aacip-15-27zkhbbv.h264.mp4
cpb-aacip/15-27zkhbbv,Significant speaker voice,"Buckley, William F.",423,491,3630.184490,0bb13622c7884a9da545dec556a84930,cpb-aacip-15-27zkhbbv.h264.mp4
cpb-aacip/305-65h9w6qn,Significant speaker voice,"Buckley, William F.",78,129,3542.184979,be2c9db895bd40889e28efdf0f166239,cpb-aacip-305-65h9w6qn.mp3
cpb-aacip/305-65h9w6qn,Significant speaker voice,"Buckley, William F.",132,214,3542.184979,be2c9db895bd40889e28efdf0f166239,cpb-aacip-305-65h9w6qn.mp3
cpb-aacip/305-65h9w6qn,Significant speaker voice,"Buckley, William F.",219,271,3542.184979,be2c9db895bd40889e28efdf0f166239,cpb-aacip-305-65h9w6qn.mp3
cpb-aacip/305-65h9w6qn,Significant speaker voice,"Buckley, William F.",280,385,3542.184979,be2c9db895bd40889e28efdf0f166239,cpb-aacip-305-65h9w6qn.mp3
cpb-aacip/305-65h9w6qn,Significant speaker voice,"Buckley, William F.",393,569,3542.184979,be2c9db895bd40889e28efdf0f166239,cpb-aacip-305-65h9w6qn.mp3
cpb-aacip/15-03qv9zz4,Significant speaker voice,"Buckley, William F.",1087,1121,3518.376979,9cc4401495e14d7390e545f5e2306c5b,cpb-aacip-15-03qv9zz4.mp3
cpb-aacip/15-03qv9zz4,Significant speaker voice,"Buckley, William F.",1131,1745,3518.376979,9cc4401495e14d7390e545f5e2306c5b,cpb-aacip-15-03qv9zz4.mp3
cpb-aacip/15-03qv9zz4,Significant speaker voice,"Buckley, William F.",1760,2157,3518.376979,9cc4401495e14d7390e545f5e2306c5b,cpb-aacip-15-03qv9zz4.mp3
cpb-aacip/15-03qv9zz4,Significant speaker voice,"Buckley, William F.",2181,2225,3518.376979,9cc4401495e14d7390e545f5e2306c5b,cpb-aacip-15-03qv9zz4.mp3
cpb-aacip/15-23vt4mwp,Significant speaker voice,"Buckley, William F.",1780,1798,4917.096979,14a3e87a0d784a6c9ec328eca93f1315,cpb-aacip-15-23vt4mwp.mp3
cpb-aacip/15-23vt4mwp,Significant speaker voice,"Buckley, William F.",1805,1894,4917.096979,14a3e87a0d784a6c9ec328eca93f1315,cpb-aacip-15-23vt4mwp.mp3
cpb-aacip/15-23vt4mwp,Significant speaker voice,"Buckley, William F.",1903,1950,4917.096979,14a3e87a0d784a6c9ec328eca93f1315,cpb-aacip-15-23vt4mwp.mp3
cpb-aacip/15-23vt4mwp,Significant speaker voice,"Buckley, William F.",1963,2020,4917.096979,14a3e87a0d784a6c9ec328eca93f1315,cpb-aacip-15-23vt4mwp.mp3
cpb-aacip/15-23vt4mwp,Significant speaker voice,"Buckley, William F.",2028,2201,4917.096979,14a3e87a0d784a6c9ec328eca93f1315,cpb-aacip-15-23vt4mwp.mp3
cpb-aacip/15-913n696h,Significant speaker voice,"Buckley, William F.",6,76,2151.384979,2ab3d6f26dd144b08701b0c3f0b7ff59,cpb-aacip-15-913n696h.mp3
cpb-aacip/15-913n696h,Significant speaker voice,"Buckley, William F.",156,275,2151.384979,2ab3d6f26dd144b08701b0c3f0b7ff59,cpb-aacip-15-913n696h.mp3
cpb-aacip/15-913n696h,Significant speaker voice,"Buckley, William F.",692,719,2151.384979,2ab3d6f26dd144b08701b0c3f0b7ff59,cpb-aacip-15-913n696h.mp3
cpb-aacip/15-913n696h,Significant speaker voice,"Buckley, William F.",798,813,2151.384979,2ab3d6f26dd144b08701b0c3f0b7ff59,cpb-aacip-15-913n696h.mp3
cpb-aacip/15-913n696h,Significant speaker voice,"Buckley, William F.",832,848,2151.384979,2ab3d6f26dd144b08701b0c3f0b7ff59,cpb-aacip-15-913n696h.mp3
cpb-aacip/15-8c9r20rx1d,Significant speaker voice,"Buckley, William F.",2048,2086,3604.132000,64bcd04cda34457caa952c9e2e5cb42a,cpb-aacip-15-8c9r20rx1d__barcode111292-1_.h264.mp4
cpb-aacip/15-8c9r20rx1d,Significant speaker voice,"Buckley, William F.",2095,2111,3604.132000,64bcd04cda34457caa952c9e2e5cb42a,cpb-aacip-15-8c9r20rx1d__barcode111292-1_.h264.mp4
cpb-aacip/15-8c9r20rx1d,Significant speaker voice,"Buckley, William F.",2117,2139,3604.132000,64bcd04cda34457caa952c9e2e5cb42a,cpb-aacip-15-8c9r20rx1d__barcode111292-1_.h264.mp4
cpb-aacip/15-8c9r20rx1d,Significant speaker voice,"Buckley, William F.",2159,2193,3604.132000,64bcd04cda34457caa952c9e2e5cb42a,cpb-aacip-15-8c9r20rx1d__barcode111292-1_.h264.mp4
cpb-aacip/15-8c9r20rx1d,Significant speaker voice,"Buckley, William F.",2199,2242,3604.132000,64bcd04cda34457caa952c9e2e5cb42a,cpb-aacip-15-8c9r20rx1d__barcode111292-1_.h264.mp4
cpb-aacip/15-8c9r20rx1d,Significant speaker voice,"Buckley, William F.",2268,2313,3604.132000,64bcd04cda34457caa952c9e2e5cb42a,cpb-aacip-15-8c9r20rx1d__barcode111292-1_.h264.mp4
cpb-aacip/15-752frd42,Significant speaker voice,"Vidal, Gore",168,173,4469.688000,d0f5b2a2be9c419895f808ee16fb3ee8,cpb-aacip-15-752frd42.mp3
cpb-aacip/15-752frd42,Significant speaker voice,"Vidal, Gore",176,240,4469.688000,d0f5b2a2be9c419895f808ee16fb3ee8,cpb-aacip-15-752frd42.mp3
cpb-aacip/15-752frd42,Significant speaker voice,"Vidal, Gore",244,273,4469.688000,d0f5b2a2be9c419895f808ee16fb3ee8,cpb-aacip-15-752frd42.mp3
cpb-aacip/15-752frd42,Significant speaker voice,"Vidal, Gore",3249,3366,4469.688000,d0f5b2a2be9c419895f808ee16fb3ee8,cpb-aacip-15-752frd42.mp3
cpb-aacip/15-752frd42,Significant speaker voice,"Vidal, Gore",3371,3411,4469.688000,d0f5b2a2be9c419895f808ee16fb3ee8,cpb-aacip-15-752frd42.mp3
cpb-aacip/15-32d7wx7z,Significant speaker voice,"Vidal, Gore",20,35,1741.968000,614888b0fb2d4b438f3240a03442c1ae,cpb-aacip-15-32d7wx7z.mp3
cpb-aacip/15-32d7wx7z,Significant speaker voice,"Vidal, Gore",41,79,1741.968000,614888b0fb2d4b438f3240a03442c1ae,cpb-aacip-15-32d7wx7z.mp3
cpb-aacip/15-32d7wx7z,Significant speaker voice,"Vidal, Gore",87,131,1741.968000,614888b0fb2d4b438f3240a03442c1ae,cpb-aacip-15-32d7wx7z.mp3
cpb-aacip/15-32d7wx7z,Significant speaker voice,"Vidal, Gore",170,196,1741.968000,614888b0fb2d4b438f3240a03442c1ae,cpb-aacip-15-32d7wx7z.mp3
cpb-aacip/15-32d7wx7z,Significant speaker voice,"Vidal, Gore",227,229,1741.968000,614888b0fb2d4b438f3240a03442c1ae,cpb-aacip-15-32d7wx7z.mp3
cpb-aacip/15-32d7wx7z,Significant speaker voice,"Vidal, Gore",236,245,1741.968000,614888b0fb2d4b438f3240a03442c1ae,cpb-aacip-15-32d7wx7z.mp3
cpb-aacip/15-32d7wx7z,Significant speaker voice,"Vidal, Gore",271,279,1741.968000,614888b0fb2d4b438f3240a03442c1ae,cpb-aacip-15-32d7wx7z.mp3
cpb-aacip/15-32d7wx7z,Significant speaker voice,"Vidal, Gore",286,301,1741.968000,614888b0fb2d4b438f3240a03442c1ae,cpb-aacip-15-32d7wx7z.mp3
cpb-aacip/15-81jhb9tr,Sound quality,NPR embedded feed,47,50,7692.480000,123d15c664e740988e2b684d5c04cb94,cpb-aacip-15-81jhb9tr.mp3
cpb-aacip/15-81jhb9tr,Significant speaker voice,"Vidal, Gore",644,669,7692.480000,123d15c664e740988e2b684d5c04cb94,cpb-aacip-15-81jhb9tr.mp3
cpb-aacip/15-81jhb9tr,Significant speaker voice,"Vidal, Gore",671,708,7692.480000,123d15c664e740988e2b684d5c04cb94,cpb-aacip-15-81jhb9tr.mp3
cpb-aacip/15-81jhb9tr,Significant speaker voice,"Vidal, Gore",742,795,7692.480000,123d15c664e740988e2b684d5c04cb94,cpb-aacip-15-81jhb9tr.mp3
cpb-aacip/15-81jhb9tr,Significant speaker voice,"Vidal, Gore",800,931,7692.480000,123d15c664e740988e2b684d5c04cb94,cpb-aacip-15-81jhb9tr.mp3
cpb-aacip/15-81jhb9tr,Significant speaker voice,"Vidal, Gore",938,958,7692.480000,123d15c664e740988e2b684d5c04cb94,cpb-aacip-15-81jhb9tr.mp3
cpb-aacip/15-81jhb9tr,Significant speaker voice,"Vidal, Gore",963,1372,7692.480000,123d15c664e740988e2b684d5c04cb94,cpb-aacip-15-81jhb9tr.mp3
cpb-aacip/15-81jhb9tr,Sound quality,NPR embedded feed,7349,7353,7692.480000,123d15c664e740988e2b684d5c04cb94,cpb-aacip-15-81jhb9tr.mp3
cpb-aacip/500-kp7trt27,Significant speaker voice,"Vidal, Gore",1279,1324,1758.984000,c709042b6c864c8d872ac5d7b2d49429,cpb-aacip-500-kp7trt27.mp3
cpb-aacip/500-kp7trt27,Significant speaker voice,"Vidal, Gore",1352,1386,1758.984000,c709042b6c864c8d872ac5d7b2d49429,cpb-aacip-500-kp7trt27.mp3
cpb-aacip/500-gm81px9w,Significant speaker voice,"Vidal, Gore",437,451,1769.952000,42393ebd2e1c48278c0eea6c2c53db3c,cpb-aacip-500-gm81px9w.mp3
cpb-aacip/500-gm81px9w,Significant speaker voice,"Vidal, Gore",458,526,1769.952000,42393ebd2e1c48278c0eea6c2c53db3c,cpb-aacip-500-gm81px9w.mp3
cpb-aacip/500-g15tc75x,Significant speaker voice,"Vidal, Gore",786,839,1704.624000,96609c09127b4eb4b7f2ac59a62a73cb,cpb-aacip-500-g15tc75x.mp3
cpb-aacip/500-4m91d23n,Significant speaker voice,"Vidal, Gore",1553,1620,1762.680000,a4dc65404a464fbebd6f9a6b03fac28f,cpb-aacip-500-4m91d23n.mp3
cpb-aacip/500-p843w82p,Significant speaker voice,"Vidal, Gore",415,609,1760.760000,490af2a17f054822bde115b0be40f0c1,cpb-aacip-500-p843w82p.mp3
cpb-aacip/500-p843w82p,Significant speaker voice,"Vidal, Gore",626,746,1760.760000,490af2a17f054822bde115b0be40f0c1,cpb-aacip-500-p843w82p.mp3
cpb-aacip/500-q52fcv1c,Significant speaker voice,"Vidal, Gore",154,209,1716.384000,1a07859671484af58b3dd3f404b0ea66,cpb-aacip-500-q52fcv1c.mp3
cpb-aacip/15-73bzkx71,Sound quality,NPR embedded feed,8,12,1780.896000,2ac31f4da5d444669d9e91b7aa1eab7b,cpb-aacip-15-73bzkx71.mp3
cpb-aacip/15-73bzkx71,Significant speaker voice,"Kissinger, Henry",210,254,1780.896000,2ac31f4da5d444669d9e91b7aa1eab7b,cpb-aacip-15-73bzkx71.mp3
cpb-aacip/15-73bzkx71,Significant speaker voice,"Kissinger, Henry",262,284,1780.896000,2ac31f4da5d444669d9e91b7aa1eab7b,cpb-aacip-15-73bzkx71.mp3
cpb-aacip/15-73bzkx71,Significant speaker voice,"Kissinger, Henry",295,1726,1780.896000,2ac31f4da5d444669d9e91b7aa1eab7b,cpb-aacip-15-73bzkx71.mp3
cpb-aacip/15-73bzkx71,Sound quality,NPR embedded feed,1765,1770,1780.896000,2ac31f4da5d444669d9e91b7aa1eab7b,cpb-aacip-15-73bzkx71.mp3
cpb-aacip/15-86b2rtr9,Significant speaker voice,"Kissinger, Henry",78,93,1845.480000,ab5b702dcae24777a3c78df0cc049178,cpb-aacip-15-86b2rtr9.mp3
cpb-aacip/15-86b2rtr9,Significant speaker voice,"Kissinger, Henry",104,1634,1845.480000,ab5b702dcae24777a3c78df0cc049178,cpb-aacip-15-86b2rtr9.mp3
cpb-aacip/15-19s1rxbr,Significant speaker voice,"Kissinger, Henry",606,867,1737.936000,52ed3310457946a3a1801e2470ddad8c,cpb-aacip-15-19s1rxbr.mp3
cpb-aacip/15-19s1rxbr,Significant speaker voice,"Kissinger, Henry",902,919,1737.936000,52ed3310457946a3a1801e2470ddad8c,cpb-aacip-15-19s1rxbr.mp3
cpb-aacip/15-19s1rxbr,Significant speaker voice,"Kissinger, Henry",921,1009,1737.936000,52ed3310457946a3a1801e2470ddad8c,cpb-aacip-15-19s1rxbr.mp3
cpb-aacip/15-19s1rxbr,Significant speaker voice,"Kissinger, Henry",1044,1134,1737.936000,52ed3310457946a3a1801e2470ddad8c,cpb-aacip-15-19s1rxbr.mp3
cpb-aacip/15-19s1rxbr,Significant speaker voice,"Kissinger, Henry",1150,1224,1737.936000,52ed3310457946a3a1801e2470ddad8c,cpb-aacip-15-19s1rxbr.mp3
cpb-aacip/153-44bp0159,Significant speaker voice,"Kissinger, Henry",30,294,2679.984000,89d35d5f2ef3422db8584ddd2807be47,cpb-aacip-153-44bp0159.mp3
cpb-aacip/153-44bp0159,Significant speaker voice,"Kissinger, Henry",351,438,2679.984000,89d35d5f2ef3422db8584ddd2807be47,cpb-aacip-153-44bp0159.mp3
cpb-aacip/153-44bp0159,Significant speaker voice,"Kissinger, Henry",474,565,2679.984000,89d35d5f2ef3422db8584ddd2807be47,cpb-aacip-153-44bp0159.mp3
cpb-aacip/153-44bp0159,Significant speaker voice,"Kissinger, Henry",581,656,2679.984000,89d35d5f2ef3422db8584ddd2807be47,cpb-aacip-153-44bp0159.mp3
cpb-aacip/153-44bp0159,Significant speaker voice,"Kissinger, Henry",708,807,2679.984000,89d35d5f2ef3422db8584ddd2807be47,cpb-aacip-153-44bp0159.mp3
cpb-aacip/15-81jhbb7p,Significant speaker voice,"Kissinger, Henry",197,292,2399.520000,05906fc6eba1437d8aa2703688d82087,cpb-aacip-15-81jhbb7p.mp3
cpb-aacip/15-81jhbb7p,Significant speaker voice,"Kissinger, Henry",307,369,2399.520000,05906fc6eba1437d8aa2703688d82087,cpb-aacip-15-81jhbb7p.mp3
cpb-aacip/15-81jhbb7p,Significant speaker voice,"Kissinger, Henry",389,484,2399.520000,05906fc6eba1437d8aa2703688d82087,cpb-aacip-15-81jhbb7p.mp3
cpb-aacip/15-81jhbb7p,Significant speaker voice,"Kissinger, Henry",499,555,2399.520000,05906fc6eba1437d8aa2703688d82087,cpb-aacip-15-81jhbb7p.mp3
cpb-aacip/15-81jhbb7p,Significant speaker voice,"Kissinger, Henry",579,712,2399.520000,05906fc6eba1437d8aa2703688d82087,cpb-aacip-15-81jhbb7p.mp3
cpb-aacip/15-3r0pr7mt1w,Significant speaker voice,"Kissinger, Henry",97,235,5092.531000,88864c99d91340648948807f909b56c5,cpb-aacip-15-3r0pr7mt1w__barcode301262-1_.h264.mp4
cpb-aacip/15-3r0pr7mt1w,Significant speaker voice,"Kissinger, Henry",244,302,5092.531000,88864c99d91340648948807f909b56c5,cpb-aacip-15-3r0pr7mt1w__barcode301262-1_.h264.mp4
cpb-aacip/15-3r0pr7mt1w,Significant speaker voice,"Kissinger, Henry",313,395,5092.531000,88864c99d91340648948807f909b56c5,cpb-aacip-15-3r0pr7mt1w__barcode301262-1_.h264.mp4
cpb-aacip/15-3r0pr7mt1w,Significant speaker voice,"Kissinger, Henry",400,516,5092.531000,88864c99d91340648948807f909b56c5,cpb-aacip-15-3r0pr7mt1w__barcode301262-1_.h264.mp4
cpb-aacip/15-3r0pr7mt1w,Significant speaker voice,"Kissinger, Henry",758,899,5092.531000,88864c99d91340648948807f909b56c5,cpb-aacip-15-3r0pr7mt1w__barcode301262-1_.h264.mp4
cpb-aacip/15-9351cnvv,Significant speaker voice,"Kissinger, Henry",242,3283,3411.120000,112d65e8b1684bcdb33b61d81a165fa5,cpb-aacip-15-9351cnvv.mp3
cpb-aacip/15-73pvmv41,Significant speaker voice,"Kissinger, Henry",7,653,1873.800000,2b8616074c2248749099db6b3c93b743,cpb-aacip-15-73pvmv41.mp3
cpb-aacip/15-73pvmv41,Significant speaker voice,"Kissinger, Henry",660,701,1873.800000,2b8616074c2248749099db6b3c93b743,cpb-aacip-15-73pvmv41.mp3
cpb-aacip/15-73pvmv41,Significant speaker voice,"Kissinger, Henry",720,946,1873.800000,2b8616074c2248749099db6b3c93b743,cpb-aacip-15-73pvmv41.mp3
cpb-aacip/15-73pvmv41,Significant speaker voice,"Kissinger, Henry",977,1100,1873.800000,2b8616074c2248749099db6b3c93b743,cpb-aacip-15-73pvmv41.mp3
cpb-aacip/129-558czjss,Significant speaker voice,"Kissinger, Henry",132,167,1442.703000,2bb9bb685c9c492da69a592371f2fa5b,cpb-aacip-129-558czjss.h264.mp4
cpb-aacip/129-558czjss,Significant speaker voice,"Kissinger, Henry",182,238,1442.703000,2bb9bb685c9c492da69a592371f2fa5b,cpb-aacip-129-558czjss.h264.mp4
cpb-aacip/129-558czjss,Significant speaker voice,"Kissinger, Henry",250,292,1442.703000,2bb9bb685c9c492da69a592371f2fa5b,cpb-aacip-129-558czjss.h264.mp4
cpb-aacip/129-558czjss,Significant speaker voice,"Kissinger, Henry",305,352,1442.703000,2bb9bb685c9c492da69a592371f2fa5b,cpb-aacip-129-558czjss.h264.mp4
cpb-aacip/129-558czjss,Significant speaker voice,"Kissinger, Henry",363,450,1442.703000,2bb9bb685c9c492da69a592371f2fa5b,cpb-aacip-129-558czjss.h264.mp4
cpb-aacip/15-10wpzr14,Significant speaker voice,"Kissinger, Henry",121,200,1759.920000,e6954ec95d1044f2b3b8b77586c9f37c,cpb-aacip-15-10wpzr14.mp3
cpb-aacip/15-10wpzr14,Significant speaker voice,"Kissinger, Henry",234,275,1759.920000,e6954ec95d1044f2b3b8b77586c9f37c,cpb-aacip-15-10wpzr14.mp3
cpb-aacip/15-10wpzr14,Significant speaker voice,"Kissinger, Henry",305,341,1759.920000,e6954ec95d1044f2b3b8b77586c9f37c,cpb-aacip-15-10wpzr14.mp3
cpb-aacip/15-10wpzr14,Significant speaker voice,"Kissinger, Henry",441,485,1759.920000,e6954ec95d1044f2b3b8b77586c9f37c,cpb-aacip-15-10wpzr14.mp3
cpb-aacip/394-93ttff2h,Significant speaker voice,"Kissinger, Henry",393,493,3514.062000,dc6ba86ec70d4d21b4475b07e22be61b,cpb-aacip-394-93ttff2h.h264.mp4
cpb-aacip/394-93ttff2h,Significant speaker voice,"Kissinger, Henry",503,548,3514.062000,dc6ba86ec70d4d21b4475b07e22be61b,cpb-aacip-394-93ttff2h.h264.mp4
cpb-aacip/394-93ttff2h,Significant speaker voice,"Kissinger, Henry",556,639,3514.062000,dc6ba86ec70d4d21b4475b07e22be61b,cpb-aacip-394-93ttff2h.h264.mp4
cpb-aacip/394-93ttff2h,Significant speaker voice,"Kissinger, Henry",658,788,3514.062000,dc6ba86ec70d4d21b4475b07e22be61b,cpb-aacip-394-93ttff2h.h264.mp4
cpb-aacip/43-59q2c931,Significant speaker voice,"Steinem, Gloria",55,95,3590.928979,f65d4aaaed5e423bbf5562765508bc9a,cpb-aacip-43-59q2c931.mp3
cpb-aacip/43-59q2c931,Significant speaker voice,"Steinem, Gloria",116,210,3590.928979,f65d4aaaed5e423bbf5562765508bc9a,cpb-aacip-43-59q2c931.mp3
cpb-aacip/43-59q2c931,Significant speaker voice,"Steinem, Gloria",256,407,3590.928979,f65d4aaaed5e423bbf5562765508bc9a,cpb-aacip-43-59q2c931.mp3
cpb-aacip/43-59q2c931,Significant speaker voice,"Steinem, Gloria",434,647,3590.928979,f65d4aaaed5e423bbf5562765508bc9a,cpb-aacip-43-59q2c931.mp3
cpb-aacip/81-57np5qgv,Significant speaker voice,"Steinem, Gloria",105,238,1764.345034,be903b2004ff43109a0ac4da2578e0d7,cpb-aacip-81-57np5qgv.h264.mp4
cpb-aacip/81-57np5qgv,Significant speaker voice,"Steinem, Gloria",246,436,1764.345034,be903b2004ff43109a0ac4da2578e0d7,cpb-aacip-81-57np5qgv.h264.mp4
cpb-aacip/81-57np5qgv,Significant speaker voice,"Steinem, Gloria",446,794,1764.345034,be903b2004ff43109a0ac4da2578e0d7,cpb-aacip-81-57np5qgv.h264.mp4
cpb-aacip/81-57np5qgv,Significant speaker voice,"Steinem, Gloria",806,814,1764.345034,be903b2004ff43109a0ac4da2578e0d7,cpb-aacip-81-57np5qgv.h264.mp4
cpb-aacip/81-57np5qgv,Significant speaker voice,"Steinem, Gloria",817,843,1764.345034,be903b2004ff43109a0ac4da2578e0d7,cpb-aacip-81-57np5qgv.h264.mp4
cpb-aacip/15-86nzsq4r,Significant speaker voice,"Steinem, Gloria",44,82,1755.648979,0f8a06d920d7425ea8269e42ddf9864b,cpb-aacip-15-86nzsq4r.mp3
cpb-aacip/15-86nzsq4r,Significant speaker voice,"Steinem, Gloria",85,156,1755.648979,0f8a06d920d7425ea8269e42ddf9864b,cpb-aacip-15-86nzsq4r.mp3
cpb-aacip/15-86nzsq4r,Significant speaker voice,"Steinem, Gloria",162,274,1755.648979,0f8a06d920d7425ea8269e42ddf9864b,cpb-aacip-15-86nzsq4r.mp3
cpb-aacip/15-86nzsq4r,Significant speaker voice,"Steinem, Gloria",279,525,1755.648979,0f8a06d920d7425ea8269e42ddf9864b,cpb-aacip-15-86nzsq4r.mp3
cpb-aacip/305-94vhhx09,Significant speaker voice,"Steinem, Gloria",351,462,3997.416979,656a060c45674a9185e6d0c34017fa25,cpb-aacip-305-94vhhx09.mp3
cpb-aacip/305-94vhhx09,Significant speaker voice,"Steinem, Gloria",465,536,3997.416979,656a060c45674a9185e6d0c34017fa25,cpb-aacip-305-94vhhx09.mp3
cpb-aacip/305-94vhhx09,Significant speaker voice,"Steinem, Gloria",542,654,3997.416979,656a060c45674a9185e6d0c34017fa25,cpb-aacip-305-94vhhx09.mp3
cpb-aacip/305-94vhhx09,Significant speaker voice,"Steinem, Gloria",658,897,3997.416979,656a060c45674a9185e6d0c34017fa25,cpb-aacip-305-94vhhx09.mp3
cpb-aacip/43-513tt4fx96,Significant speaker voice,"Steinem, Gloria",1,219,218.544979,c408180502dd46dfae49d19562f44a64,cpb-aacip-43-513tt4fx96__10259206_.mp3
cpb-aacip/43-0c4sj19t4b,Significant speaker voice,"Steinem, Gloria",9,95,2734.656979,be6944472dfa4cae875cc0546a90c074,cpb-aacip-43-0c4sj19t4b__8379971_.mp3
cpb-aacip/43-0c4sj19t4b,Significant speaker voice,"Steinem, Gloria",98,133,2734.656979,be6944472dfa4cae875cc0546a90c074,cpb-aacip-43-0c4sj19t4b__8379971_.mp3
cpb-aacip/43-0c4sj19t4b,Significant speaker voice,"Steinem, Gloria",1943,2036,2734.656979,be6944472dfa4cae875cc0546a90c074,cpb-aacip-43-0c4sj19t4b__8379971_.mp3
cpb-aacip/43-0c4sj19t4b,Significant speaker voice,"Steinem, Gloria",2042,2635,2734.656979,be6944472dfa4cae875cc0546a90c074,cpb-aacip-43-0c4sj19t4b__8379971_.mp3
cpb-aacip/55-g73707x32n,Significant speaker voice,"Steinem, Gloria",624,725,1787.077370,7b785e92d26941068912cb9b4683fc83,cpb-aacip-55-g73707x32n__cpb-aacip-55-33dz13dh.mpeg2_.h264.mp4
cpb-aacip/55-g73707x32n,Significant speaker voice,"Steinem, Gloria",737,780,1787.077370,7b785e92d26941068912cb9b4683fc83,cpb-aacip-55-g73707x32n__cpb-aacip-55-33dz13dh.mpeg2_.h264.mp4
cpb-aacip/55-g73707x32n,Significant speaker voice,"Steinem, Gloria",791,917,1787.077370,7b785e92d26941068912cb9b4683fc83,cpb-aacip-55-g73707x32n__cpb-aacip-55-33dz13dh.mpeg2_.h264.mp4
cpb-aacip/55-g73707x32n,Significant speaker voice,"Steinem, Gloria",935,1052,1787.077370,7b785e92d26941068912cb9b4683fc83,cpb-aacip-55-g73707x32n__cpb-aacip-55-33dz13dh.mpeg2_.h264.mp4
cpb-aacip/15-xd0qr4p33v,Significant speaker voice,"Buckley, William F.",1147,1286,5463.308000,06c896058a764f2ca03a7998eb93d222,cpb-aacip-15-xd0qr4p33v__4234-2008_10_12_.h264.mp4
cpb-aacip/15-xd0qr4p33v,Significant speaker voice,"Buckley, William F.",1292,1385,5463.308000,06c896058a764f2ca03a7998eb93d222,cpb-aacip-15-xd0qr4p33v__4234-2008_10_12_.h264.mp4
cpb-aacip/15-xd0qr4p33v,Significant speaker voice,"Steinem, Gloria",1387,1417,5463.308000,06c896058a764f2ca03a7998eb93d222,cpb-aacip-15-xd0qr4p33v__4234-2008_10_12_.h264.mp4
cpb-aacip/15-xd0qr4p33v,Significant speaker voice,"Steinem, Gloria",1676,1742,5463.308000,06c896058a764f2ca03a7998eb93d222,cpb-aacip-15-xd0qr4p33v__4234-2008_10_12_.h264.mp4
cpb-aacip/15-xd0qr4p33v,Significant speaker voice,"Steinem, Gloria",1748,1825,5463.308000,06c896058a764f2ca03a7998eb93d222,cpb-aacip-15-xd0qr4p33v__4234-2008_10_12_.h264.mp4
cpb-aacip/15-xd0qr4p33v,Significant speaker voice,"Steinem, Gloria",2182,2322,5463.308000,06c896058a764f2ca03a7998eb93d222,cpb-aacip-15-xd0qr4p33v__4234-2008_10_12_.h264.mp4
cpb-aacip/15-zg6g15tq1k,Significant speaker voice,"Buckley, William F.",1146,1204,5457.712000,ea9088ef780f4c489bd3383e2265c75f,cpb-aacip-15-zg6g15tq1k__4234-2008_10_12_.h264.mp4
cpb-aacip/15-zg6g15tq1k,Significant speaker voice,"Buckley, William F.",1207,1284,5457.712000,ea9088ef780f4c489bd3383e2265c75f,cpb-aacip-15-zg6g15tq1k__4234-2008_10_12_.h264.mp4
